Symbol,Category,Name,Price,RiseFall,Change,ChangeRate,NAV,EarningRate,Volume,Amount,MarCap
480040,4,ACE 미국반도체데일리타겟커버드콜(합성),10200,2,115,1.14,10083.0,6.7873,28474,288,867
438100,7,ACE 미국나스닥100채권혼합액티브,13490,2,20,0.15,13474.0,11.599,9374,126,863
449770,4,KOSEF 미국S&P500,17410,5,-40,-0.23,17383.0,17.374,47,0,853
491230,6,PLUS 국공채머니마켓액티브,50520,3,0,0.0,50522.0,0.9088,85,4,850
485540,4,KODEX 미국AI테크TOP10,11605,5,-10,-0.09,11517.0,26.5112,28464,330,847
144600,5,KODEX 은선물(H),5600,5,-275,-4.68,5596.0,12.1183,53210,297,834
284430,6,KODEX 200미국채혼합,12870,5,-40,-0.31,12840.0,0.506,3430,43,834
452250,6,ACE 미국30년국채선물레버리지(합성 H),6120,5,-90,-1.45,6121.0,-17.4751,21861,133,820
325010,2,KODEX 성장주,13535,3,0,0.0,13577.0,-2.4856,3,0,812
139230,2,TIGER 200 중공업,5340,5,-10,-0.19,5346.0,13.951,9714,51,808
498180,6,파워 종합채권(AA-이상)액티브,101580,3,0,0.0,101488.0,,0,0,805
475280,6,ACE 8월만기자동연장회사채AA-이상액티브,10350,3,0,0.0,10351.0,0.9263,6,0,790
481430,6,RISE 국고채10년액티브,106955,5,-95,-0.09,106957.0,2.0301,8021,857,770
412570,2,TIGER 2차전지TOP10레버리지,1636,5,-14,-0.85,1652.0,-34.7827,262790,426,770
150460,2,TIGER 중국소비테마,5700,2,35,0.62,5830.0,-10.4348,28481,163,761
136340,6,RISE 중기우량회사채,106580,5,-50,-0.05,106600.0,1.2688,82,8,758
478150,4,TIMEFOLIO 글로벌우주테크&방산액티브,13255,5,-140,-1.05,13265.0,23.5701,3772,50,756
267770,3,TIGER 200선물레버리지,11270,2,40,0.36,11268.0,-9.98,57422,644,755
266420,2,KODEX 헬스케어,16405,2,190,1.17,16459.0,-4.4209,2331,37,755
174360,4,RISE 중국본토대형주CSI100,18920,5,-55,-0.29,19003.0,30.4123,176,3,738
463300,4,RISE 중국본토CSI300,11100,2,50,0.45,11154.0,32.8125,42,0,733
476760,6,ACE 미국30년국채액티브,10360,5,-80,-0.77,10347.0,-1.6672,6385,66,725
448330,1,KODEX 삼성전자채권혼합,10555,2,20,0.19,10570.0,-3.7285,10922,115,718
252710,3,TIGER 200선물인버스2X,2590,5,-15,-0.58,2590.0,8.316,101733,264,717
464240,6,히어로즈 26-09 회사채(AA-이상)액티브,52455,3,0,0.0,52471.0,1.2625,0,0,713
458750,4,TIGER 미국배당다우존스타겟커버드콜1호,11985,3,0,0.0,11988.0,10.808,876,10,713
225040,4,TIGER 미국S&P500레버리지(합성 H),48640,5,-250,-0.51,48486.0,17.9351,1853,90,710
261220,5,KODEX WTI원유선물(H),14475,5,-85,-0.58,14479.0,5.8909,10470,151,702
414270,4,ACE G2전기차&자율주행액티브,11825,5,-90,-0.76,11823.0,43.6407,4583,54,698
278240,3,RISE 코스닥150선물레버리지,7875,5,-30,-0.38,7881.0,-13.3224,13076,102,689
236350,4,TIGER 인도니프티50레버리지(합성),45620,5,-560,-1.21,46443.0,6.861,886,40,684
195980,4,PLUS 신흥국MSCI(합성 H),10010,5,-85,-0.84,10065.0,4.6113,734,7,679
448880,6,ACE 24-12 회사채(AA-이상)액티브,106430,5,-10,-0.01,106443.0,0.7859,23,2,675
139280,2,TIGER 경기방어,9900,2,105,1.07,9926.0,-3.3071,1282,12,667
310960,1,TIGER 200TR,18765,5,-45,-0.24,18821.0,-3.5385,227,4,657
269540,4,PLUS 미국S&P500(H),24605,5,-80,-0.32,24564.0,9.5407,580,14,640
497880,6,SOL CD금리&머니마켓액티브,50125,3,0,0.0,50125.0,,55491,2781,637
399110,4,SOL 미국S&P500ESG,17110,5,-45,-0.26,17046.0,16.4867,2279,38,633
464310,4,TIGER 글로벌AI&로보틱스 INDXX,13660,5,-50,-0.36,13626.0,18.8556,1910,25,628
437070,6,KODEX 아시아달러채권ESG플러스액티브,60550,3,0,0.0,60506.0,6.042,0,0,625
438560,6,SOL 국고채3년,107090,3,0,0.0,107031.0,1.5167,0,0,621
308620,6,KODEX 미국10년국채선물,11900,5,-10,-0.08,11895.0,2.4956,1525,18,619
278620,6,PLUS 단기채권액티브,115475,3,0,0.0,115483.0,0.9661,58,6,618
138540,2,TIGER 현대차그룹+펀더멘털,26300,5,-75,-0.28,26318.0,1.2748,6474,170,615
489570,6,HANARO 25-12 은행채(AA+이상)액티브,10070,3,0,0.0,10072.0,,0,0,609
261240,7,KODEX 미국달러선물,14045,2,5,0.04,14050.0,8.208,2257,31,608
411420,4,KODEX 미국메타버스나스닥액티브,15550,3,0,0.0,15485.0,38.0381,986,15,606
395290,2,HANARO Fn K-POP&미디어,7140,2,165,2.37,7158.0,25.4496,6736,47,596
266160,2,RISE 고배당,13215,5,-65,-0.49,13234.0,-1.117,242,3,588
315960,2,RISE 대형고배당10TR,18050,5,-40,-0.22,18039.0,-3.4943,39,0,587
204450,4,KODEX 차이나H레버리지(H),2085,5,-60,-2.8,2118.0,42.8095,32123,66,580
483330,4,ACE 마이크로소프트밸류체인액티브,12665,5,-135,-1.05,12634.0,29.9492,3257,41,576
203780,4,TIGER 미국나스닥바이오,23710,5,-245,-1.02,23606.0,1.2896,4426,104,574
473460,4,KODEX 미국서학개미,18745,5,-110,-0.58,18648.0,46.2194,140713,2636,572
233160,3,TIGER 코스닥150 레버리지,7830,5,-5,-0.06,7830.0,-13.9011,70424,547,572
319640,4,TIGER 골드선물(H),17405,5,-295,-1.67,17416.0,7.2727,2817,49,566
453330,4,RISE 미국S&P500(H),14845,5,-55,-0.37,14823.0,9.1015,4645,69,564
423170,4,SOL 한국형글로벌반도체액티브,18460,2,240,1.32,18153.0,7.1134,729,13,557
329660,7,KODEX TRF5050,16215,5,-10,-0.06,16185.0,8.4558,1992,32,551
489030,2,PLUS 고배당주위클리커버드콜,10020,5,-70,-0.69,9944.0,2.3845,37454,375,551
442320,4,RISE 글로벌원자력,20035,5,-145,-0.72,20226.0,33.9528,5298,106,551
455960,6,RISE 미국달러SOFR금리액티브(합성),11695,2,5,0.04,11729.0,8.1906,20,0,544
487910,4,ACE 인도컨슈머파워액티브,10685,5,-25,-0.23,10686.0,4.8458,1020,10,540
440640,6,ACE 단기채권알파액티브,108770,2,10,0.01,108769.0,0.839,40,4,536
456680,4,TIGER 차이나전기차레버리지(합성),6355,2,30,0.47,6455.0,81.4921,728,4,534
494310,2,KODEX 반도체레버리지,7470,2,20,0.27,7526.0,,38249,286,527
454320,2,HANARO CAPEX설비투자iSelect,13530,5,-60,-0.44,13610.0,1.6835,162,2,521
461600,6,SOL 미국30년국채액티브(H),9205,5,-60,-0.65,9199.0,-8.3128,561,5,520
483340,4,ACE 구글밸류체인액티브,11270,5,-35,-0.31,11214.0,27.1653,58632,659,518
464920,4,PLUS 일본반도체소부장,13115,5,-110,-0.83,13095.0,6.6532,56,0,518
272910,6,ACE 중장기국공채액티브,106825,5,-35,-0.03,106795.0,1.5876,1,0,500
469150,2,ACE AI반도체포커스,12190,5,-10,-0.08,12193.0,-10.6555,937,11,500
484890,6,SOL 머니마켓액티브,50880,2,10,0.02,50878.0,0.8325,5000,254,500
395170,2,KODEX Top10동일가중,7335,5,-10,-0.14,7335.0,-4.4864,5,0,499
152380,6,KODEX 국채선물10년,70265,5,-100,-0.14,70302.0,1.9782,179,12,493
329670,7,KODEX TRF7030,18875,3,0,0.0,18866.0,10.5417,306,5,491
447620,7,SOL 미국TOP5채권혼합40 Solactive,13630,5,-45,-0.33,13622.0,10.1046,816,11,491
245360,4,TIGER 차이나HSCEI,11540,5,-90,-0.77,11579.0,30.7476,116,1,490
322400,2,HANARO e커머스,9860,2,220,2.28,9898.0,4.6688,26,0,488
407830,4,에셋플러스 글로벌플랫폼액티브,13465,5,-65,-0.48,13474.0,47.3856,308,4,485
280930,4,KODEX 미국러셀2000(H),14230,5,-225,-1.56,14255.0,13.1064,1897,26,484
477730,4,KODEX 인도타타그룹,10785,5,-25,-0.23,10857.0,-0.4605,55,0,480
491220,1,PLUS 200TR,38025,5,-120,-0.31,38143.0,-3.308,3,0,475
251600,7,PLUS 고배당주채권혼합,12500,5,-35,-0.28,12517.0,1.8112,3598,45,475
261270,7,KODEX 미국달러선물인버스,7910,5,-5,-0.06,7913.0,-6.5526,666,5,470
403790,1,마이다스 코스피액티브,19545,5,-45,-0.23,19563.0,-2.2212,11,0,469
465660,4,TIGER 일본반도체FACTSET,11645,5,-35,-0.3,11667.0,1.9108,70,0,466
484880,2,SOL 금융지주플러스고배당,11100,5,-95,-0.85,11104.0,6.4365,24840,276,461
114100,6,RISE 국고채3년,109775,5,-90,-0.08,109830.0,1.4066,1,0,459
434730,2,HANARO 원자력iSelect,17310,5,-60,-0.35,17394.0,3.7634,9877,170,459
494670,2,TIGER 조선TOP10,11210,5,-185,-1.62,11216.0,,52803,595,443
453080,4,KOSEF 미국나스닥100(H),17705,5,-20,-0.11,17617.0,12.4682,3962,70,443
426150,6,WON 대한민국국고채액티브,58470,5,-105,-0.18,58420.0,3.884,403,23,440
123320,3,TIGER 레버리지,14550,5,-45,-0.31,14565.0,-9.3479,15854,229,437
429760,4,PLUS 미국S&P500,16075,5,-35,-0.22,16054.0,16.7053,1283,20,434
475350,4,RISE 버크셔포트폴리오TOP10,13000,2,75,0.58,12889.0,13.9268,4602,59,429
490600,4,RISE 미국배당100데일리고정커버드콜,10400,2,10,0.1,10360.0,,9618,99,426
469070,2,RISE AI&로봇,7915,2,140,1.8,7908.0,2.0341,12972,102,423
099140,4,KODEX 차이나H,19665,5,-290,-1.45,19840.0,32.2837,242,4,423
441540,2,HANARO Fn조선해운,14540,5,-165,-1.12,14553.0,19.0206,2183,31,422
266360,2,KODEX 미디어&엔터테인먼트,11960,2,180,1.53,11993.0,14.092,6481,77,419
122260,6,KOSEF 통안채1년,106245,3,0,0.0,106253.0,0.9166,0,0,414
448490,6,HANARO 32-10 국고채액티브,58070,3,0,0.0,58057.0,2.335,0,0,413
276970,4,KODEX 미국S&P500배당귀족커버드콜(합성 H),8730,2,10,0.11,8696.0,1.7146,169,1,410
473490,4,KOSEF 글로벌AI반도체,16045,2,95,0.6,15914.0,13.5635,2847,45,409
460960,7,ACE 글로벌인컴TOP10 SOLACTIVE,11505,5,-60,-0.52,11507.0,10.5323,1152,13,408
464470,6,PLUS 미국채30년액티브,53875,5,-325,-0.6,53736.0,-1.347,202,10,406
336160,6,RISE 금융채액티브,103050,5,-80,-0.08,103079.0,1.427,35,3,404
385720,1,TIMEFOLIO 코스피액티브,8975,2,5,0.06,8991.0,-1.86,2,0,404
475380,7,RISE 글로벌리얼티인컴,10565,5,-25,-0.24,10570.0,-1.3048,347,3,401
385510,2,KODEX K-신재생에너지액티브,16040,5,-145,-0.9,16158.0,-5.5167,55,0,401
400570,4,KODEX 유럽탄소배출권선물ICE(H),9745,5,-415,-4.08,9805.0,2.3162,31008,301,401
152870,1,파워 200,33310,2,15,0.05,33326.0,-3.6269,1,0,400
453820,4,KODEX 인도Nifty50레버리지(합성),18410,5,-105,-0.57,18504.0,5.4985,50,0,396
227540,2,TIGER 200 헬스케어,19550,2,240,1.24,19578.0,-4.9705,1501,29,395
491010,4,TIGER 글로벌AI인프라액티브,13700,5,-150,-1.08,13617.0,35.9175,1383,19,392
371450,4,TIGER 글로벌클라우드컴퓨팅INDXX,13195,3,0,0.0,13278.0,41.3497,244,3,385
261250,7,KODEX 미국달러선물레버리지,16210,2,25,0.15,16216.0,16.0215,47704,772,384
108450,2,ACE 삼성그룹섹터가중,13610,2,35,0.26,13643.0,-9.9802,13,0,381
352560,7,KODEX 미국부동산리츠(H),12490,2,5,0.04,12480.0,-3.4417,22562,281,381
248270,4,TIGER S&P글로벌헬스케어(합성),23200,5,-5,-0.02,23241.0,-4.3488,233,5,380
363580,2,KODEX 200IT TR,10545,2,50,0.48,10563.0,-12.139,34,0,380
117700,2,KODEX 건설,2810,2,15,0.54,2816.0,-11.9686,6516,18,377
123310,3,TIGER 인버스,5210,2,15,0.29,5208.0,4.5271,15079,78,375
458030,6,WON 단기국공채액티브,52995,3,0,0.0,53008.0,0.8852,0,0,374
466930,2,SOL 자동차TOP3플러스,10430,5,-10,-0.1,10454.0,-0.6661,577,6,370
138230,7,KOSEF 미국달러선물,15975,2,40,0.25,15973.0,7.8146,126,2,369
365000,2,TIGER 인터넷TOP10,4000,2,60,1.52,4016.0,20.4892,14404,57,362
491090,4,KODEX 미국테크1조달러기업포커스,12895,2,20,0.16,12878.0,21.9223,425,5,361
337160,2,KODEX 200ESG,13275,3,0,0.0,13287.0,-0.5618,0,0,358
465330,2,RISE 2차전지TOP10,9445,5,-35,-0.37,9476.0,-16.4758,9216,86,357
279530,2,KODEX 고배당,10380,5,-20,-0.19,10403.0,2.5438,789,8,353
468380,6,KODEX iShares미국하이일드액티브,11585,5,-5,-0.04,11579.0,8.7752,887,10,352
434960,1,DAISHIN343 K200,33280,3,0,0.0,33324.0,-3.4859,0,0,349
332620,6,PLUS 미국장기우량회사채,97790,5,-565,-0.57,97722.0,2.8441,22,2,349
469170,2,ACE 포스코그룹포커스,4620,5,-30,-0.65,4621.0,-24.0197,22159,102,347
332500,1,ACE 200TR,21590,2,10,0.05,21595.0,-3.7896,268,5,345
371470,4,TIGER 차이나바이오테크SOLACTIVE,5970,5,-65,-1.08,6023.0,25.3374,809,4,341
368190,2,HANARO Fn K-뉴딜디지털플러스,7325,3,0,0.0,7441.0,-5.0551,0,0,341
195930,4,TIGER 유로스탁스50(합성 H),17795,2,5,0.03,17850.0,2.8918,15,0,338
237350,1,KODEX 코스피100,25670,5,-50,-0.19,25730.0,-3.5259,1358,34,334
388280,2,RISE 컨택트대표,6050,2,55,0.92,6075.0,3.8994,7,0,332
471040,4,KoAct 글로벌AI&로봇액티브,15355,5,-35,-0.23,15226.0,23.7138,466,7,330
426020,4,TIMEFOLIO 미국S&P500액티브,22270,5,-120,-0.54,22203.0,26.7478,1492,33,330
475270,6,ACE 5월만기자동연장회사채AA-이상액티브,10355,3,0,0.0,10357.0,0.7785,0,0,328
295020,6,RISE 국채선물10년인버스,53340,2,110,0.21,53436.0,-0.9767,1,0,328
298770,4,KODEX 한국대만IT프리미어,25030,2,155,0.62,25003.0,7.7772,2017,50,325
476850,1,KoAct 배당성장액티브,9285,2,55,0.6,9274.0,-2.8524,17,0,325
300640,2,RISE 게임테마,9010,2,230,2.62,9040.0,4.0284,465,4,320
167860,6,KOSEF 국고채10년레버리지,118145,5,-365,-0.31,118231.0,3.1732,60,7,319
102970,2,KODEX 증권,7720,5,-85,-1.09,7717.0,2.6973,3852,29,317
479620,4,SOL 미국AI반도체칩메이커,10905,2,205,1.92,10739.0,10.766,22443,243,316
498400,2,KODEX 200타겟위클리커버드콜,9855,5,-15,-0.15,9876.0,,21195,208,315
476030,4,SOL 미국나스닥100,13135,2,25,0.19,13058.0,20.3635,10061,132,315
287180,4,PLUS 미국나스닥테크,36850,2,170,0.46,36628.0,14.4283,190,7,313
304780,3,HANARO 200선물레버리지,16360,5,-115,-0.7,16367.0,-9.2287,75,1,311
421320,2,PLUS 우주항공&UAM,12765,5,-125,-0.97,12758.0,1.2568,3087,39,306
440340,7,TIGER 글로벌멀티에셋TIF액티브,11640,2,20,0.17,11597.0,8.72,25853,300,303
444490,4,WON 미국S&P500,16335,5,-30,-0.18,16302.0,16.8511,5238,85,302
472830,6,RISE 미국30년국채커버드콜(합성),9805,5,-45,-0.46,9772.0,1.202,3910,38,299
495050,1,RISE 코리아밸류업,9480,2,30,0.32,9495.0,,10220,96,294
438320,4,TIGER 차이나항셍테크레버리지(합성 H),7155,5,-120,-1.65,7190.0,61.1295,8203,57,293
256750,4,KODEX 차이나심천ChiNext(합성),10245,5,-60,-0.58,10317.0,54.151,40,0,293
495230,1,KoAct 코리아밸류업액티브,9595,2,25,0.26,9613.0,,7,0,293
475050,2,ACE KPOP포커스,8470,2,220,2.67,8489.0,35.3568,47724,400,292
332610,6,PLUS 미국단기회사채(AAA~A),128340,3,0,0.0,128439.0,7.2225,0,0,290
271060,5,KODEX 3대농산물선물(H),8530,5,-20,-0.23,8489.0,0.9445,1684,14,289
160580,5,TIGER 구리실물,11415,5,-230,-1.98,11578.0,7.924,3872,44,288
394350,4,KOSEF 글로벌퓨처모빌리티,11985,5,-120,-0.99,12062.0,20.6278,13,0,288
473590,4,ACE 미국주식베스트셀러,18410,2,70,0.38,18270.0,39.6269,20856,383,285
359210,1,KODEX 코스피TR,12365,5,-35,-0.28,12386.0,-2.8214,2563,31,284
354350,4,HANARO 글로벌럭셔리S&P(합성),20275,2,110,0.55,20379.0,19.1432,3445,69,278
272570,6,RISE 중장기국공채액티브,109610,5,-40,-0.04,109620.0,1.6595,1,0,273
469160,4,ACE 일본반도체,11295,5,-95,-0.83,11263.0,3.217,4,0,271
211560,2,TIGER 배당성장,19165,2,90,0.47,19166.0,-2.0288,66,1,270
395160,2,KODEX 시스템반도체,7835,3,0,0.0,7852.0,-13.1375,6259,49,266
256440,4,ACE 인도네시아MSCI(합성),10215,2,25,0.25,10214.0,-3.7317,173,1,266
453650,4,KODEX 미국S&P500금융,17565,5,-25,-0.14,17553.0,19.7494,3189,55,263
367760,2,RISE 5G테크,9500,2,110,1.17,9515.0,-9.2754,45,0,261
496120,1,ACE 코리아밸류업,9670,5,-20,-0.21,9700.0,,2000,19,261
169950,4,KODEX 차이나A50,21750,5,-130,-0.59,22017.0,26.3644,104,2,261
445150,2,KODEX K-친환경조선해운액티브,13695,5,-130,-0.94,13708.0,16.0789,1835,25,260
493420,4,SOL 미국배당다우존스TR,10810,2,5,0.05,10796.0,,22642,244,259
276650,4,RISE 글로벌테크놀로지(합성 H),32365,3,0,0.0,32161.0,11.2772,1,0,259
469060,4,RISE 미국반도체NYSE,15230,2,170,1.13,15018.0,5.7658,26145,395,259
387270,4,TIGER 글로벌이노베이션액티브,17245,5,-5,-0.03,17137.0,18.3939,27,0,259
469050,4,RISE 미국반도체NYSE(H),13980,2,160,1.16,13768.0,-1.4406,23320,324,259
448570,1,FOCUS AI코리아액티브,11720,3,0,0.0,11743.0,-4.8702,0,0,258
360140,2,KODEX 200롱코스닥150숏선물,9195,5,-20,-0.22,9220.0,0.9309,1,0,257
200030,4,KODEX 미국S&P500산업재(합성),34250,5,-115,-0.33,34166.0,15.2607,452,15,257
218420,4,KODEX 미국S&P500에너지(합성),14870,5,-130,-0.87,14916.0,14.1987,304,4,256
326230,2,RISE 내수주플러스,8305,5,-5,-0.06,8306.0,-2.8639,1,0,254
487920,4,ACE 인도시장대표BIG5그룹액티브,9710,5,-30,-0.31,9729.0,-3.9448,43,0,252
494840,4,TIGER 미국방산TOP10,9495,2,10,0.11,9561.0,,1438,13,252
419430,4,KODEX 차이나2차전지MSCI(합성),6610,5,-75,-1.12,6803.0,33.0348,1203,7,251
101280,4,KODEX 일본TOPIX100,22330,5,-170,-0.76,22360.0,10.0352,747,16,250
495940,4,RISE 미국AI테크액티브,11080,2,60,0.54,10992.0,,2201,24,244
289480,3,TIGER 200커버드콜,8085,5,-15,-0.19,8097.0,-0.5281,2488,20,243
453640,4,KODEX 미국S&P500헬스케어,12310,2,5,0.04,12285.0,-3.2246,5917,72,240
471460,6,히어로즈 국고채30년액티브,66630,3,0,0.0,66242.0,7.0808,0,0,240
453950,4,TIGER TSMC파운드리밸류체인,15370,5,-80,-0.52,15383.0,7.1057,319,4,238
138520,2,TIGER 삼성그룹펀더멘털,10810,3,0,0.0,10821.0,-10.5429,3,0,238
440910,4,WON 미국우주항공방산,16360,5,-180,-1.09,16315.0,19.8116,2015,33,237
496020,6,WON 전단채플러스액티브,50260,2,5,0.01,50258.0,,3,0,237
261120,7,TIGER 미국달러선물인버스2X,5360,5,-25,-0.46,5380.0,-13.1452,3459,18,236
277540,4,ACE 아시아TOP50S&P,16840,2,10,0.06,16772.0,16.9562,3,0,236
237370,7,KODEX 배당성장채권혼합,13035,3,0,0.0,13038.0,0.2692,599,7,235
474590,2,WON 반도체밸류체인액티브,8060,3,0,0.0,8096.0,-11.0866,0,0,234
252420,3,RISE 200선물인버스2X,2455,3,0,0.0,2453.0,8.1497,24054,59,233
451600,6,PLUS 국고채30년액티브,119395,2,30,0.03,118856.0,7.1691,1,0,233
271050,5,KODEX WTI원유선물인버스(H),4295,2,20,0.47,4294.0,-7.5676,19846,85,232
488080,3,TIGER 반도체TOP10레버리지,4505,2,10,0.22,4542.0,-21.8261,59285,267,230
140700,2,KODEX 보험,9825,5,-105,-1.06,9841.0,-0.7497,435,4,226
238720,4,ACE 일본Nikkei225(H),28080,5,-190,-0.67,28073.0,9.5524,14,0,225
213610,2,KODEX 삼성그룹밸류,7930,2,30,0.38,7943.0,-10.074,274,2,222
457690,6,KODEX 33-06 국고채액티브,11040,5,-5,-0.05,11036.0,1.9852,13,0,222
276990,4,KODEX 글로벌로봇(합성),19300,2,80,0.42,19357.0,17.2666,377,7,219
483420,4,ACE 애플밸류체인액티브,10950,2,170,1.58,10919.0,11.2487,5676,62,219
261070,2,TIGER 코스닥150바이오테크,12405,2,20,0.16,12496.0,-1.1967,1003,12,218
483240,4,TIGER 미국나스닥100ETF선물,10870,3,0,0.0,10843.0,,273,2,217
450910,1,SOL 코스닥150,11305,3,0,0.0,11343.0,-5.1992,0,0,217
461340,4,HANARO 글로벌생성형AI액티브,20620,5,-80,-0.39,20373.0,43.6004,849,17,217
363510,6,SOL KIS단기통안채,109050,3,0,0.0,109055.0,0.7669,0,0,215
375770,2,KODEX 탄소효율그린뉴딜,8225,5,-5,-0.06,8251.0,-3.9113,12,0,214
396520,4,TIGER 차이나반도체FACTSET,7160,2,105,1.49,7062.0,54.5454,1171,8,212
250730,4,RISE 차이나HSCEI(H),8780,5,-25,-0.28,8809.0,22.6323,11,0,211
196030,4,ACE 일본TOPIX레버리지(H),42100,5,-795,-1.85,42319.0,17.1994,69,2,211
463680,4,KODEX 미국S&P500테크놀로지,14985,5,-25,-0.17,14940.0,17.1649,723,10,210
433970,7,KODEX TDF2030액티브,13080,5,-25,-0.19,13065.0,8.0201,1959,25,209
457700,6,KODEX 53-09 국고채액티브,12520,5,-30,-0.24,12488.0,7.1276,4770,59,209
433980,7,KODEX TDF2040액티브,13925,5,-35,-0.25,13900.0,9.9818,1209,16,209
496090,1,KOSEF 코리아밸류업,9460,5,-45,-0.47,9491.0,,11,0,208
300950,2,KODEX 게임산업,7340,2,145,2.02,7340.0,4.2753,5579,40,206
210780,2,TIGER 코스피고배당,15060,5,-35,-0.23,15082.0,2.1519,4265,64,203
411050,4,ACE 글로벌메타버스테크액티브,14465,5,-30,-0.21,14399.0,25.3892,4,0,203
139220,2,TIGER 200 건설,2635,2,30,1.15,2636.0,-16.64,2155,5,201
491830,4,TIGER 미국AI반도체팹리스,11350,2,260,2.34,11250.0,,23046,259,199
485690,4,RISE 미국AI밸류체인TOP3Plus,12030,5,-5,-0.04,11973.0,26.2191,987,11,198
463250,2,TIGER 우주방산,10810,5,-90,-0.83,10823.0,1.6317,23609,256,195
243880,2,TIGER 200IT레버리지,24875,5,-10,-0.04,25072.0,-24.8301,19,0,193
437350,6,RISE 미국단기투자등급회사채액티브,12040,2,5,0.04,12038.0,7.1682,282,3,193
130680,5,TIGER 원유선물Enhanced(H),4200,5,-30,-0.71,4207.0,5.0931,54,0,191
352540,7,KODEX 일본부동산리츠(H),10555,5,-20,-0.19,10556.0,-5.6646,378,3,190
418670,4,TIGER 글로벌사이버보안INDXX,15220,2,180,1.2,15063.0,24.7097,277,4,189
117460,2,KODEX 에너지화학,9930,5,-105,-1.05,9992.0,-14.3406,1308,12,188
225800,7,KOSEF 미국달러선물레버리지,15360,3,0,0.0,15418.0,15.4453,0,0,187
442260,1,마이티 다이나믹퀀트액티브,11705,3,0,0.0,11614.0,-3.3045,0,0,187
114460,6,ACE 국고채3년,103545,5,-40,-0.04,103549.0,1.3551,6,0,186
396510,4,TIGER 차이나클린에너지SOLACTIVE,6465,3,0,0.0,6573.0,23.2602,0,0,186
354500,1,ACE 코스닥150,11610,2,30,0.26,11643.0,-5.662,2324,26,186
341850,7,TIGER 리츠부동산인프라채권TR KIS,4600,3,0,0.0,4616.0,-6.8449,1573,7,184
364990,2,TIGER 게임TOP10,5655,2,85,1.53,5677.0,2.2018,37709,211,181
266370,2,KODEX IT,15070,2,15,0.1,15110.0,-12.9518,41,0,181
409810,4,KODEX 미국나스닥100선물인버스(H),7440,3,0,0.0,7475.0,-10.3075,6265,46,179
417630,2,TIGER KEDI혁신기업ESG30,9390,2,30,0.32,9407.0,-3.3558,201,1,178
385590,2,ACE ESG액티브,7430,3,0,0.0,7442.0,-2.8123,0,0,178
377990,2,TIGER Fn신재생에너지,7925,2,70,0.89,7940.0,-4.2074,139,1,178
494410,4,PLUS 미국S&P500성장주,11120,5,-40,-0.36,11096.0,,63071,700,178
185680,4,KODEX 미국S&P바이오(합성),29200,5,-710,-2.37,29213.0,4.489,3186,93,178
442570,7,RISE TDF2050액티브,13430,5,-40,-0.3,13422.0,11.1386,126,1,175
354240,7,RISE 미국고정배당우선증권 TR,11960,5,-55,-0.46,11947.0,4.9803,157,1,173
387280,2,TIGER 퓨처모빌리티액티브,7200,3,0,0.0,7187.0,-6.9167,14,0,172
459560,4,KODEX 테슬라밸류체인FactSet,16320,2,70,0.43,16260.0,32.9787,1517,24,171
481340,6,RISE 미국30년국채액티브,10385,5,-75,-0.72,10363.0,-4.0191,1396,14,171
463640,4,KODEX 미국S&P500유틸리티,12985,2,40,0.31,12974.0,7.857,480,6,169
486240,2,DAISHIN343 AI반도체&인프라액티브,7590,5,-5,-0.07,7627.0,-1.1068,44,0,167
487950,4,KODEX 대만테크고배당다우존스,9520,2,45,0.47,9491.0,3.4614,11,0,167
494330,2,ACE 라이프자산주주가치액티브,10085,5,-40,-0.4,10070.0,,79,0,166
438900,2,HANARO Fn K-푸드,10735,2,80,0.75,10778.0,7.6262,2145,23,166
114470,6,KOSEF 국고채3년,110580,3,0,0.0,110553.0,1.3611,0,0,166
495550,1,SOL 코리아밸류업TR,9455,2,10,0.11,9501.0,,10139,95,165
415340,4,KODEX 차이나과창판STAR50(합성),8155,5,-30,-0.37,8346.0,59.5516,21,0,164
468630,6,KODEX iShares미국투자등급회사채액티브,11615,5,-25,-0.21,11599.0,5.0446,17994,208,164
280320,4,ACE 미국IT인터넷S&P(합성 H),20395,5,-80,-0.39,20380.0,30.0,1538,31,163
252400,3,RISE 200선물레버리지,13520,2,15,0.11,13534.0,-10.0267,1142,15,162
265690,4,ACE 러시아MSCI(합성),8720,3,0,0.0,48.0,0.0,0,0,161
395150,2,KODEX 웹툰&드라마,3215,2,65,2.06,3233.0,11.3074,5179,16,161
316670,1,KOSEF 코스닥150,5700,5,-30,-0.52,5765.0,-5.2893,386,2,161
211900,2,KODEX 배당성장,15300,5,-10,-0.07,15339.0,-1.0023,161,2,161
447430,2,ACE 주주환원가치주액티브,12830,3,0,0.0,12875.0,11.6137,14,0,160
472350,4,1Q 차이나H(H),13350,3,0,0.0,13347.0,21.6955,0,0,160
444200,2,SOL KEDI메가테크액티브,13825,5,-60,-0.43,13887.0,-1.6644,613,8,159
447660,7,PLUS 애플채권혼합,12715,2,5,0.04,12725.0,6.7977,1094,13,159
381560,2,HANARO Fn전기&수소차,7055,3,0,0.0,7136.0,-9.8979,0,0,159
269420,4,KODEX S&P글로벌인프라(합성),18150,2,30,0.17,18141.0,9.7184,2,0,158
448630,7,RISE 삼성그룹Top3채권혼합,9745,3,0,0.0,9782.0,-4.1319,0,0,156
