언론사,제목,내용,작성일시
매일경제,CES 개막 앞두고 반도체주 투심 갈렸다 [주식 초고수는 지금],"
 수익률 상위 1% 투자자 오전 9시30분 거래동향  주식 투자 수익률 상위 1% 고수익 투자자들은 6일 오전 9시 30분 기준으로 한미반도체, 이수페타시스, 한화오션, 현대차 등을 많이 순매수한 것으로 나타났다.반면 고수익 투자자들의 순매도가 몰린 종목은 삼성전자, SK하이닉스, NAVER, 에이럭스 등으로 파악됐다.      사진 확대     이날 미래에셋증권에 따르면 미래에셋증권을 통해 주식을 거래하는 수익률 상위 1% 투자자들은 개장 이후 오전 9시 30분까지 한미반도체를 가장 많이 사들인 것으로 집계됐다.세계 최대 가전·정보기술(IT) 전시회인 ‘CES 2025’ 개막을 앞두고 이날 반도체주는 강세를 보이고 있다.
",2025-01-06 10:32:30
한국경제,"엔터株, 호실적 기대에 투심 개선…JYP엔터 7%대↑","




킥플립/사진=JYP엔터테인먼트

                엔터테인먼트주들이 장 초반 강세다. JYP엔터테인먼트(JYP Ent.
",2025.01.07 09:22
한국경제,"'주주환원 확대' 코웨이, 장중 7만원대 돌파","




코웨이 제공

                자사주 전량 소각을 결정한 코웨이의 주가가 오르고 있다.7일 오전 9시13분 현재 코웨이는 전일 대비 4400원(6.86%) 오른 6만8500원에 거래되고 있다. 주가는 장중 7만200원까지 뛰기도 했다.전날 코웨이는 현금배당과 자사주 전량 소각 등으로 총주주환원율을 기존 연결 당기순이익 20%에서 40%까지 늘린다고 공시했다. 총주주환원율은 상장사가 순이익 중 주주에게 배당과 자사주 매입·소각 등 형태로 돌려주는 비율을 말한다. 또 자사주 189만486주(총 주식 수의 2.56%)를 연내 모두 소각하겠다고 밝혔다. 밸류업(기업가치 제고) 관련 공시는 1분기 중 발표할 계획이다.증권가는 코웨이의 주주환원정책을 호평하고 있다. 신한투자증권은 코웨이의 목표주가를 7만8000원에서 8만2000원으로 높였다. 조 연구원은 ""역대 최대 실적과는 달리 아쉬운 주주환원 정책은 옥에 티였지만, 정책 변화로 주가 재평가가 가능해졌다""며 코웨이를 생활용품 업종 내 최선호주로 꼽았다.진영기 한경닷컴 기자 young71@hankyung.com
                                    ",2025.01.07 09:16
한국경제,"코스피, 외국인 매수세에 2500선 돌파…'20만닉스' 회복","





                코스피가 2500선을 회복했다. 외국인의 강한 매수세 덕이다. 세계 최대 IT·가전 박람회 ‘CES 2025’에서 엔비디아 최고경영자(CEO) 젠슨황의 기조연설을 앞두고 SK하이닉스도 20만원선을 회복했다.7일 오전 9시7분 현재 코스피는 전일 대비 26.21포인트(1.05%) 오른 2514.85에 거래되고 있다. 코스피가 장중 2500선 이상에서 거래된 건 작년 12월16일 이후 13거래일만이다.외국인 매수세가 지수 상승을 이끌고 있다. 유가증권시장에서 외국인은 794억원어치 현물주식과 1277억원어치 코스피200선물을 순매수하고 있다. 반면 개인과 기관은 각각 460억원어치와 362억원어치의 현물주식을 순매도 중이다.시가총액 상위 종목은 대체로 오르고 있다.삼성전자가 1.61% 오르고, SK하이닉스는 0.6% 상승하고 있다. SK하이닉스는 20만원선을 회복했다. 한국 시간으로 이날 오전에 이뤄진 젠슨황의 CES 기조연설을 앞둔 기대감이 반영된 것으로 보인다.LG에너지솔루션은 1.66% 상승 중이다. 삼성바이오로직스와 셀트리온도 각각 2.85%와 0.82% 오르고 있다.전일 주춤했던 현대차와 기아도 각각 0.95%와 0.5% 오르고 있다.HD현대중공업의 오름폭은 3.49%에 달한다. 조선사들이 보수적인 올해 수주 목표를 제시하면서 전일엔 약세 압력을 받았지만, 우려할 게 아니라는 증권가 분석이 이어지면서 이날은 강세 흐름을 보이고 있다.코스닥은 전일 대비 3.61포인트(0.5%) 오른 721.57에 거래되고 있다. 이 시장에서는 개인과 기관이 각각 245억원어치와 2억원어치 주식을 사는 반면, 외국인은 173억원어치를 팔고 있다.코스닥 시가총액 상위 종목들도 대체로 오르고 있다.특히 레인보우로보틱스가 CES 기대감에 5.15% 급등 중이다. 에코프로비엠과 에코프로는 각각 0.51%와 0.47% 상승 중이다. 반면 알테오젠은 보합이고, HLB와 삼천당제약은 각각 0.65%와 0.45% 하락 중이다.이날 서울외환시장에서 원·달러 환율은 전일 대비 3.9원(0.27%) 오른 달러당 1463.9원에 거래되고 있다.뉴욕증시에서 인공지능(AI) 테마의 랠리가 지속되며 나스닥지수와 스탠더드앤드푸어스(S&P)500지수가 상승했지만, 다우존스30산업평균지수는 약보합세로 마감됐다. 6일(현지시간) 뉴욕증권거래소(NYSE)에서 다우지수는 전일 대비 25.57포인트(0.06%) 내린 42,706.56에, 스탠더드앤드푸어스(S&P)500지수는 32.91포인트(0.55%) 오른 5,975.38에, 나스닥종합지수는 243.30포인트(1.24%) 뛴 19,864.98에 각각 거래를 마쳤다.한경우 한경닷컴 기자 case@hankyung.com
                                    ",2025.01.07 09:04
한국경제,"""삼성전자, 박스권 돌파할 재료 없어…4분기 실적 부진할 것""-신한","




서울 서초구 삼성전자 사옥 앞. 사진=뉴스1

                신한투자증권은 7일 삼성전자에 대한 목표주가를 9만원에서 7만7000원으로 14.4% 낮췄다. PC·모바일 업황 둔화, 레거시 메모리 공급 과잉, 파운드리(반도체 수탁생산) 가동률 하락 등 기대보다 우려가 큰 상황이라는 이유에서다. 밸류에이션(실적 대비 주가 수준) 부담은 없지만, 박스권 돌파할 재료도 없다고 평가했다.이 증권사 김형태 수석연구원은 ""세트(완제품) 업황 둔화, 구형 메모리 반도체 공급 과잉, 파운드리 가동률 하락, 5세대 HBM(HBM3E) 공급 지연 때문에 기대보다 우려가 크다""며 ""디스플레이, TV·가전 시장 경쟁이 격화한 점도 수익성 하락 요인으로 작용하고 있다""고 지적했다.그러면서 ""주가가 추세적으로 반등하려면 HBM 성과가 증명돼야 한다. 또 파운드리 가동률 회복 등 기술력 제고가 가장 중요하다""며 ""실적이 부진하기 때문에 잠정실적 발표 후 단기 변동성이 커질 전망""이라고 했다.삼성전자 주가에 대해 김 연구원은 ""현재 주가를 감안한 12개월 선행 주가순자산비율(PBR)은 0.9배다. 또 자사주 매입으로 주가 하방경직성도 확보한 것으로 판단해 투자의견 매수를 유지한다""면서도 ""박스권 돌파할 재료도 없다""고 지적했다.삼성전자의 4분기 실적은 컨센서스(증권사 추정치 평균)를 밑돌 것으로 봤다. 현재 매출액과 영업이익 컨센서스는 78조원, 8조5000억원이다. 신한투자증권은 4분기 매출액, 영업이익 전망치는 각각 76조1000억원, 7조5000억원을 제시했다.김 연구원은 ""가이던스(목표치) 대비 메모리 출하량, 가격은 모두 부진하며 파운드리 적자 폭도 커질 전망""이라며 ""스마트폰 판매 둔화, 폴더블 신제품 출시 효과 소멸로 모바일 부문의 실적도 부진할 것""이라고 했다. 진영기 한경닷컴 기자 young71@hankyung.com
                                    ",2025.01.07 08:50
한국경제,"[마켓PRO] Today's Pick : ""삼성전자 목표주가 '7만전자'로…단기간 내 성과 어려워""","





                ※Today's Pick은 매일 아침 여의도 애널리스트들이 발간한 종목분석 보고서 중 투자의견 및 목표주가가 변경된 종목을 위주로 한국경제 기자들이 핵심 내용을 간추려 전달합니다.
                    



삼성전자 서초사옥. 연합뉴스

👀주목할 만한 보고서삼성전자 - 낮아진 눈높이 높아진 우려📉목표주가 : 9만원→7만7000원(하향) / 현재주가 : 5만5900원투자의견 : 매수(유지) / 신한투자증권[체크 포인트]=4분기 삼성전자의 매출과 영업이익을 각각 76조1000억원, 7조5000억원으로 추정했음. 반도체 부문은 가이던스 대비 메모리 출하량(B/G), 가격(ASP) 모두 부진하고 파운드리 적자 폭도 확대될 것으로 봤음. 모바일 부문은 스마트폰 판매 둔화, 폴더블 신제품 출시 효과 소멸로 전년대비 영업이익 20% 역성장을 예상.=단기간 내 성과 증명은 어려울 것으로 전망. 세트 업황 둔화, 구형 메모리 공급 과잉, 파운드리 가동률 하락, 주요 고객사향 HBM3E 공급 시점 지연 등 기대보다 우려가 부각되고 있음. =자사주 매입으로 하방경직성은 확보된 것으로 판단돼 투자의견 매수를 유지하지만 추세적 주가 반등을 위해서는 HBM 성과 증명, 파운드리 가동률 회복 등 기술력 제고가 가장 중요, 부진한 실적 영향으로 8일 잠정실적 발표 전후 단기 변동성 확대를 예상됨.LG이노텍 - 2025년 수익성 개선을 기대하며📉목표주가 : 28만원→22만원(하향) / 현재주가 : 16만8800원   투자의견 : 매수(유지) / 신한투자증권[체크 포인트]=4분기 영업이익 2877억원으로 전년 동기 대비 41% 감소하고 컨센서스인 3280억원을 12% 하회할 것으로 예상. 올해 예상 영업이익은 7008억원으로 전년 대비 6% 감소. 추정치를 25% 하향 조정했음. =올해 예상 주당순이익(EPS)은 2만7828원에서 2만161원으로 27% 내렸음. 올해 주가 반등의 핵심은 수익성 개선임.=제한적인 카메라 스펙 업그레이드 구간에도 기대되는 포인트는 2가지, 인공지능(AI) 적용 확대에 따른 수요 개선이 수량 증가와 전장·기판 등 고부가 사업 포트폴리오 확대를 통한 밸류에이션 재평가도 기대 요소임. 올해 추정치 하향에도 밸류에이션 매력은 긍정적으로 평가. 낮아진 실적 기대감 속 고객사 판매량 증가에 주목할 필요가 있음.풍산 - 수주 재반등 기대📉목표주가 : 9만5000원→7만7000원(하향) / 현재주가 : 5만2900원   투자의견 : 매수(유지) / KB증권[체크 포인트]=구리가격 하락과 감소한 계약 부채를 반영해 올해 영업이익 추정치를 10.4% 하향 조정했음. 향후 풍산의 주가 모멘텀은 방산 수주 재반등, 주주 환원 정책 강화임.=올해 방산 생산능력(Capa) 증설이 다시 수주를 반등시킬 수 있다고 판단, 재무적 측면에서 과거 대비 재무건전성이 개선된 만큼 향후 밸류업 공시를 통한 주주환원 정책 강화 가능성이 열려있음. =풍산 지난해 4분기 매출액은 전년 동기 대비 18.4% 늘어난 1조3000억원, 영업이익은 847억원을 기록해 컨센서스(시장 전망치 평균)를 15% 하회할 것으로 추정됨. 신동 부문은 구리 평균 가격이 전분기와 유사한 모습을 보이며 메탈 게인·로스 영향은 미미하나 판매량이 부진하면서 영업손실 110억원으로 예상. 방산 부문은 일부 소구경 탄약 공급 납기가 지연됐으나 강달러 환율 수혜가 이어지면서 영업이익 957억원을 기록할 것으로 전망.=풍산 주가는 방산 수주 감소, 구리 가격 하락 영향으로 고점 대비 약 40% 하락, 올해 풍산의 주가 반등을 이끌 수 있는 건 역시 방산이란 평가. 다만 트럼프 정부 출범 이후 친환경 정책 변화 가능성이 높아지면서 구리 가격의 추가 하락 가능성을 배제할 수 없는 상황. 크래프톤 -1Q25까지도 벌써 좋다📈목표주가 : 41만원→46만원(상향) / 현재주가 : 34만6500원   투자의견 : 매수(유지) / 한화투자증권[체크 포인트]=지난해 4분기 크래프톤이 매출액 6872억원, 영업이익 2838억원을 기록한 것으로 추정, 영업이익은 시장 기대치를 9%가량 웃돌 것으로 예상했음. ""PC 매출은 람보르기니 이벤트로 역대급 실적을 기록한 전분기 대비 2% 감소에 그칠 전망. 모바일 매출은 비수기임에도 펍지모바일과 화평정영의 기존 업데이트 효과가 안정적으로 기여된 것으로 보임.=올해 1분기 영업이익은 3573억원으로 전년 동기 대비 15.1% 증가할 것으로 내다봤음. 최근 70만명 이상의 동시 접속 트래픽과 춘절 효과를 고려하면 1분기 실적 기대감이 상향될 수 있는 구간. PC에서 크게 성과를 낸 론도맵이 조만간 화평정영과 펍지모바일에서도 출시되는 점도 기대 요인임.=신작 모멘텀은 3월28일 인조이 출시, 서브노티카2로 이어질 것으로 예상, 신작이 한 개 분기 앞으로 임박했기에 20배 이상으로도 멀티플 재평가가 충분히 나타날 수 있는 구간임.코웨이 - 주주의 기다림에 주주환원으로 화답하다📈목표주가 : 9만8000원→11만원(상향) / 현재주가 : 6만4100원   투자의견 : 매수(유지) / 한화투자증권[체크 포인트]=이번 주주환원 강화 정책 발표로 회사 밸류에이션(평가가치) 회복을 위한 마지막 퍼즐이 완성됐다고 평가, 코웨이는 전날 공시를 통해 2025~2027년까지 총 주주환원 재원 규모를 연결 당기순이익의 40% 수준으로 하고, 올해부터는 기말 배당과 자기주식 취득, 소각을 통해 주주에게 환원하겠다는 계획을 내놓았음. 이는 잉여현금흐름(FCF)의 40% 혹은 연결 배당성향 20% 대비 약 2배 확대된 것이란 분석.=이번 배당정책으로 지난해 주당배당금(DPS)는 2800원으로 전망, 배당수익률은 4.3% 수준임. 코웨이의 주가수익비율 멀티플은 지난 2017년 20배 수준에서 2023년 중 6배 수준까지 하락했으나 최근 시장점유율 확대 및 해외법인 턴어라운드 등으로 8배 수준까지 회복했음. 넷마블의 코웨이 인수 이후 대주주 지배구조도 일정 부분 안정된 상황인데, 여기에 주주환원 강화로 마지막 퍼즐까지 완성된 상황.류은혁 기자 ehryu@hankyung.com
                                    ",2025.01.07 08:48
한국경제,"""네이버, 4분기 실적 컨센서스 웃돌 전망…목표가↑""-한화","




사진=네이버

                한화투자증권은 7일 네이버(NAVER)에 대해 ""지난해 4분기 실적이 시장 컨센서스(증권사 추정치 평균)를 웃돌 것""이라며 목표주가를 기존 26만원에서 28만원으로 상향 조정했다. 투자의견은 '매수'를 유지했다.이 증권사 김소혜 연구원은 ""성수기 효과가 제한적이었음에도 홈피드 인벤토리 확대와 타깃팅 고도화로 검색광고(SA)와 디스플레이광고(DA) 매출이 전년 동기 대비 각각 9.6%, 11.6% 증가한 것으로 추정한다""며 ""커머스 매출은 13.8% 늘어날 것으로 예상한다""고 말했다.이어 ""부진했던 쇼핑 검색광고의 반등과 넷플릭스 제휴 효과로 인한 멤버십 매출 기여가 예상된다""며 ""제휴몰 제외 네이버쇼핑 거래액(GMV) 증가율 반등 추세도 이어갈 것""이라고 내다봤다.아울러 ""주식보상 비용과 커머스 및 웹툰 관련 마케팅비가 늘어남에도 불구하고 코어 사업부의 매출 호조세와 체질 개선 성공으로 영업이익률은 전분기 대비 재차 높아진 19.6%로 추정한다""고 했다.한화투자증권은 네이버의 지난해 4분기 매출과 영업이익을 각각 전년 동기 대비 10.9%와 36% 늘어난 2조8140억원, 5514억원으로 예상했다. 영업이익의 경우 시장 전망치인 5270억원을 웃도는 수준이다.고정삼 한경닷컴 기자 jsk@hankyung.com
                                    ",2025.01.07 08:38
한국경제,"""천보, 올해 실적 컨센서스 밑돌 전망…목표가↓""-키움","




사진=천보

                키움증권은 7일 천보에 대해 ""올해 실적이 시장 컨센서스(증권사 추정치 평균)를 밑돌 것""이라며 목표주가를 기존 9만1000원에서 4만6000원으로 하향 조정했다. 투자의견은 '시장수익률 상회'를 유지했다.이 증권사 권준수 연구원은 ""중국으로의 2차전지 부문 매출 비중이 약 40%로 여전히 높아 단기적으로 가격과 양의 개선폭이 크지 않을 것""이라며 ""1분기 새만금 공장 양산 가동에 따른 초기 고정비 부담도 수익성 회복의 한계 요인""이라고 판단했다.이어 ""하반기부터 북미로의 출하량이 확대됨에 따라 매출 성장은 가능할 것""이라며 ""다만 손익 측면에서는 보수적인 입장을 유지한다""고 말했다. 그러면서 ""현재 수요 환경을 감안할 때 신공장 램프업 속도가 시장 기대보다 더딜 것""이라며 ""본격적인 실적 회복 시점은 2026년이 될 것""이라고 내다봤다.키움증권은 천보의 올해 매출을 전년 대비 29% 증가한 1919억원, 영업이익은 52억원으로 흑자 전환을 예상했다. 다만 이는 시장 추정치(113억원)를 밑도는 수준이다.권 연구원은 ""인플레이션감축법(IRA) 최종안에 따른 중국 업체와의 경쟁 심화와 새만금 생산능력(CAPA) 증설 시점 지연으로 실적이 부진해 천보 주가는 지속적인 조정을 받고 있다""며 ""최근 북미 주문자상표부착생산(OEM) 업체로의 제품 출하가 시작된 점은 긍정적이지만, 아직 판매 비중이 크지 않아 단기간 중국으로의 매출을 대체하긴 어렵다""고 판단했다. 고정삼 한경닷컴 기자 jsk@hankyung.com
                                    ",2025.01.07 08:22
한국경제,"27만원짜리가 한달 만에…외인들, 이 와중에 '이 주식' 샀다 [종목+]","




사진=연합뉴스

                방산주가 비상계엄 사태에 따른 정치 리스크를 딛고 반등하는 모양새다. 방산업체들이 G2G(정부 간 거래) 사업을 하는 만큼 수출 계약에 대한 우려로 조정을 받았지만, 수주 잔고 등 펀더멘털(기초체력)이 여전히 견고하다는 점에서 투자심리가 빠르게 회복된 것으로 분석된다. 증권가에선 올해도 방산업체들이 늘어난 수주 잔고에 힘입어 실적 증가세를 이어갈 것으로 전망한다.7일 한국거래소에 따르면 방산 대장주 한화에어로스페이스는 전날 1.1%(4000원) 오른 36만6000원에 거래를 마쳤다. 최근 한 달(6일 기준)간 18.8%나 뛰었다. 지난해 12월10일 장중 27만원까지 밀렸지만 최근 조정분을 빠르게 회복하고 있다. 같은 기간 △LIG넥스원(28.9%) △현대로템(9.4%) △한화시스템(8.5%) 등도 일제히 반등했다. 외국인과 기관투자가가 적극 매수하면서 주가 상승을 이끌고 있다. 외국인과 기관은 최근 한 달간 한화에어로스페이스 주식을 각각 1526억원과 328억원어치 사들였다. 또 이들은 LIG넥스원을 각각 1152억원과 597억원어치 순매수했다. 현대로템도 96억원과 217억원어치를 담았다. 한화시스템과 한국항공우주는 기관만 254억원과 227억원어치를 순매수했다.정국 불안이 계속되는 와중 정부가 시장의 우려를 불식시키기 위해 방산을 신수출 사업으로 지정하는 등 행동에 나선 점도 투자심리 개선에 일조했다. 정부는 이달 2일 '2025년 경제정책 방향'을 통해 수출 지원 예산을 지난해 2조1000억원에서 올해 역대 최대인 2조9000억원으로 편성했으며, 방산 펀드 등을 신설해 산업 육성에 나서겠다는 의지를 보였다.최광식 다올투자증권 연구원은 ""비상계엄에 따른 불확실성과 주가 하락은 탄핵 이후 회복했다""며 ""미래에 발생할 수도 있는 정권 교체가 방위산업에 미치는 영향은 제한적""이라고 분석했다.무엇보다 방산업체들의 수주 잔고와 경쟁력 등을 감안할 때 최근 주가 조정은 지나치다는 게 증권가의 대체적인 평가다. 다올투자증권에 따르면 한화에어로스페이스·한화시스템·LIG넥스원·현대로템·한국항공우주 등 방산 5개사의 지난해 수주는 27조4000억원으로 전년 대비 12% 늘었다. 올해도 수주 증가세가 이어질 것으로 전망된다.최광식 연구원은 ""올해에도 이월되거나 새로운 수출 파이프라인이 기다리고 있다""며 ""대외 정세와 정책의 변화를 타겠지만, 글로벌 재무장 수요는 여전히 살아있고 수주 전망은 밝다""고 판단했다. 이어 ""지난해 수주가 추가돼 각사별로 올해부터 2028년까지 잔고에서의 성장이 뻗어 있다""며 ""최소 실적 턴어라운드(개선)를 반영해 방산 업종은 리레이팅(재평가)될 수밖에 없다""고 진단했다.방산업체들은 지난해 4분기에도 호실적을 거둔 것으로 추정된다. 불어난 수주 잔고에 더해 강달러 수혜를 볼 것으로 분석되면서다. 원·달러 환율은 지난해 11월 도널드 트럼프의 미국 대통령 당선으로 1400원을 넘어선 후 정국 불안에 현재 1460~1470원대를 유지하고 있다. 지난달엔 1500원을 돌파하며 글로벌 금융위기가 한창인 2009년 3월 이후 15년9개월 만에 가장 높은 수준으로 올라섰다. 이에 방산업체들이 달러로 벌어들인 매출을 원화로 환산하면서 실적이 개선될 것이란 기대가 커졌다.금융정보업체 에프앤가이드에 따르면 방산 5개사의 지난해 합산 영업이익은 2조5112억원으로 전년보다 75.9%(1조833억원) 증가할 것으로 추정된다.정동호 미래에셋증권 연구원은 ""이번달 말에서 다음달 초 방산주들이 실적 시즌에 돌입한다""며 ""고환율에 따른 호실적이 기대된다""고 분석했다. 이어 ""지난해 10~12월 K9, 천무, K2 등 납품 규모가 분기 최대를 기록할 것""이라며 ""연초 방산 수출 빅 딜(거래) 성사 시 센티멘트(투자심리)가 개선되고, 실적 랠리와 함께 멀티플(수익성 대비 기업가치) 되돌림 가능성도 긍정적""이라고 강조했다.고정삼 한경닷컴 기자 jsk@hankyung.com
                                    ",2025.01.07 08:21
한국경제,"""10억 계좌가 코앞"" 환호…40대 직장인 '대박' 비결은 [일확연금 노후부자]","





                서울 한 대기업에서 일하는 이 모 부장(42)은 요즘 퇴직연금 계좌를 보면 뿌듯합니다. 확정기여(DC)형으로 운용하는 계좌 수익률이 100%를 넘어섰기 때문이다. 그는 “미국 나스닥지수를 추종하는 상장지수펀드(ETF)를 중심으로 장기 투자했다”며 “은퇴 전까지 연금 계좌로 10억원을 만들 것”이라고 말했습니다.최근  이 부장처럼 적극적으로 퇴직연금 계좌를 굴려 대박을 낸 젊은 직장인이 적지 않습니다. 하지만 아직도 본인 퇴직연금 계좌의 존재 자체를 모르거나 원금 보장형 상품에 방치하는 직장인도 많습니다. 전문가들은 “퇴직연금 계좌는 절세 혜택까지 있기 때문에 적극적으로 활용해야 한다”고 입을 모읍니다. 고성장하는 미국 AI, 바이오 ETF 주목퇴직연금 계좌 상위권 투자자들은 몇가지 공통점이 있습니다. 우선 은퇴 시점을 고려해 긴 호흡으로 장기 투자하는 것이 중요합니다. 정효영 미래에셋증권 연금컨설팅본부장은 “성장 가능성이 높은 곳에 최소 10개 이상 상품으로 분산 투자하는 게 좋다”며 “예를 들어 미국 증시 투자 상품에 가장 높은 비중을 두고 인도, 베트남 등 신흥 시장에 분산 투자하는 전략을 고려해볼 수 있다”고 했습니다.어떤 계좌라도 미국 주식형 상품은 반드시 편입하는 게 좋습니다. 지난 한 해 유가증권시장에 상장된 935개 ETF 중 수익률 1~10위(레버리지 제외)는 모두 미국 주식형 ETF가 차지했습니다. 1위는 삼성자산운용의 ‘KODEX 미국서학개미’로 수익률 98.89%를 기록했습니다.NH아문디자산운용의 ‘HANARO 글로벌생성형AI액티브’가 수익률 91.21%로 2위를 차지했고, ‘TIMEFOLIO 글로벌AI인공지능액티브’(90.06%) ‘TIMEFOLIO 미국나스닥100액티브’(84.08%) ‘ACE 미국주식베스트셀러’(84.02%) 등이 뒤를 이었습니다.
                    




                나스닥100, S&P500 등 대표 지수형 ETF로 포트폴리오의 중심을 잡는 전략도 좋습니다. 대표 지수형 ETF는 우량주 위주로 편성돼 변동성이 낮습니다. 지난해 유행한 2차전지, 전기차 테마형 ETF는 올 들어 주가가 폭락해 아직도 수익률을 회복하지 못하는 상황입니다.미래에셋증권에 따르면 지난해 이 증권사의 DC형 퇴직연금 계좌 중 수익률 상위 10% 고객이 가장 많이 편입한 상품은 ‘TIGER 미국나스닥100’ ETF였습니다. ‘TIGER 미국S&P500’ ‘ACE 테슬라밸류체인액티브’ ‘KODEX 미국S&P500TR’ ‘TIGER 미국테크TOP10 INDXX’ 등 미국 주식형 ETF가 대부분 상위권을 차지했습니다.
                    




""채권형은 국내로 분산투자...골치아프면 TDF""우리나라 퇴직연금 계좌는 자산의 30%를 채권형 등 안정성이 높은 곳에 배분하도록 강제하고 있습니다. 채권형 상품은 금리 인하 가능성이 높은 국가의 채권을 선택하는 편이 좋습니다. 박희운 한국투자신탁운용 솔루션본부장은 “주식을 해외 주식으로 구성하면 채권은 국내로 분산시키는 것이 리스크 관리에 적합하다”고 설명했습니다.가입자 본인 연령도 고려해야 합니다. 30대 직장인이라면 인공지능(AI)과 바이오 등 성장주 중심으로, 은퇴가 얼마 남지 않은 50대 직장인라면 배당주 위주로 포트폴리오를 짜 안정성을 높여야 합니다.바쁜 직장인이 투자 정보를 일일이 찾아보는 것도 힘든 일입니다. 퇴직연금 계좌를 관리하기 어렵다면 타깃데이트펀드(TDF)를 고려해볼 수 있습니다. TDF는 가입자 생애 주기에 따라 자동으로 포트폴리오를 조정해줍니다. TDF는 은퇴 예상 시기에 따라 TDF 2025, 2030, 2035, 2040, 2045, 2050 등 여러 빈티지(은퇴 목표 시점)로 상품이 나뉩니다. 예컨대 2040년 전후 은퇴할 예정이라면 TDF 2040이 적합한 상품이라는 의미다. 정 본부장은 “사전지정운용제도(디폴트옵션)는 TDF 가입을 제도화한 것이기 때문에 이를 선택하는 방법도 좋다”고 조언했습니다.최근엔 무료로 추천 포트폴리오를 제공해주는 증권사도 늘었습니다. 연금 전문가들이 매달 최적화된 포트폴리오를 구성해 카카오톡 등 메신저로 안내해줍니다.최만수 기자 bebop@hankyung.com 평균수명 '100세 시대' 대한민국 평균 은퇴연령은 51세에 불과합니다. 행복한 노후를 위해 지금부터 철저한 재테크 플랜이 필요합니다. 한국경제신문은 주식뿐 아니라 채권, 예금, 파생상품, 부동산 등 각종 금융상품을 통한 자산관리 전략을 매주 화요일에 연재합니다. 아래 기자 페이지를 구독하거나 포털에서 [일확연금 노후부자]로 검색하면 더 많은 재테크 기사를 찾아볼 수 있습니다.
",2025.01.07 08:20
한국경제,"""코웨이, 주주환원율 상향 발표…목표가↑""-한화","





                한화투자증권은 7일 코웨이에 대해 이번 주주환원 강화 정책 발표로 회사 밸류에이션(평가가치) 회복을 위한 마지막 퍼즐이 완성됐다고 짚었다. 그러면서 목표주가를 기존 9만8000원에서 11만원으로 올렸다. 투자의견 '매수'도 유지했다.이진협 한화투자증권 연구원은 ""회사는 전날 공시를 통해 2025~2027년까지 총 주주환원 재원 규모르 연결 당기순이익의 40% 수준으로 하고, 올해부터는 기말 배당과 자기주식 취득, 소각을 통해 주주에게 환원하겠다는 계획을 내놓았다""고 했다.이는 기존 주주환원 정책인 FCF의 40% 혹은 연결 배당성향 20% 대비 약 2배가량 확대된 것이다. 코웨이는 주주서한을 통해 2020~2024년까지 주주환원을 축소하고 투자 확대와 재무건전성 강화를 우선으로 시행하고자 했던 경영진의 판단에 주주들이 지지해 준 덕에 실적 개선과 재무건선성 확보를 할 수 있었다고 밝혔다. 그러면서 기다려준 주주들을 위해 주주환원 정책을 강화하겠다고 부연했다. 이에 대해 이 연구원은 ""밸류에이션 회복의 3박자가 맞춰지는 중""이라고 판단했다.코웨이의 주가수익비율(PER) 멀티플(배수)은 지난 2017년 20배 수준에서 총 세 차례 하향 조정됐다. 잇따른 대주주 변경에 따른 우려(2017년), 분기배당 철회 및 배당축소(2020년), 성장률 둔화 및 금리 인상 사이클 진입(2022~2023년) 등 요인으로 2023년 중 PER 6배 수준까지 하락했다. 하지만 최근 시장 점유율 확대와 해외법인 턴어라운드(실적 개선)에 따른 성장률 반등과 금리 인하 사이클 진입 등으로 8배 수준까지 회복했다.김 연구원은 ""넷마블의 코웨이 인수 이후 대주주 지배구조도 일정부분 안정된 상황""이라며 ""여기에 이번 주주환원 강화에 따른 마지막 퍼즐까지 완성된 상황""이라고 말했다.신민경 한경닷컴 기자 radio@hankyung.com
                                    ",2025.01.07 08:06
